*** [38963] [1452966354] Starting up
*** [38963] start a is 453600000000034
*** [38963] end a is 460533333333367
+++ [38963] Checked [453600000000034] to [453657000000030]
*** [38963] [1452967268] working on: 453657000000030 tried: 56999999996 rate: 62363238 / sec
*** [38963] time left: 0 wk 1 d 6 h 37 m 43 s
+++ [38963] Checked [453600000000034] to [453713000000030]
*** [38963] [1452968166] working on: 453713000000030 tried: 56000000000 rate: 62360801 / sec
*** [38963] time left: 0 wk 1 d 6 h 22 m 49 s
+++ [38963] Checked [453600000000034] to [453769000000030]
*** [38963] [1452969069] working on: 453769000000030 tried: 56000000000 rate: 62015503 / sec
*** [38963] time left: 0 wk 1 d 6 h 17 m 55 s
+++ [38963] Checked [453600000000034] to [453825000000030]
*** [38963] [1452969967] working on: 453825000000030 tried: 56000000000 rate: 62360801 / sec
*** [38963] time left: 0 wk 1 d 5 h 52 m 53 s
+++ [38963] Checked [453600000000034] to [453884000000030]
*** [38963] [1452970865] working on: 453884000000030 tried: 59000000000 rate: 65701559 / sec
*** [38963] time left: 0 wk 1 d 4 h 6 m 46 s
+++ [38963] Checked [453600000000034] to [453940000000030]
*** [38963] [1452971759] working on: 453940000000030 tried: 56000000000 rate: 62639821 / sec
*** [38963] time left: 0 wk 1 d 5 h 14 m 18 s
+++ [38963] Checked [453600000000034] to [453994000000030]
*** [38963] [1452972670] working on: 453994000000030 tried: 54000000000 rate: 59275521 / sec
*** [38963] time left: 0 wk 1 d 6 h 38 m 41 s
+++ [38963] Checked [453600000000034] to [454049000000030]
*** [38963] [1452973555] working on: 454049000000030 tried: 55000000000 rate: 62146892 / sec
*** [38963] time left: 0 wk 1 d 4 h 58 m 59 s
+++ [38963] Checked [453600000000034] to [454108000000030]
*** [38963] [1452974464] working on: 454108000000030 tried: 59000000000 rate: 64906490 / sec
*** [38963] time left: 0 wk 1 d 3 h 29 m 54 s
+++ [38963] Checked [453600000000034] to [454166000000030]
*** [38963] [1452975354] working on: 454166000000030 tried: 58000000000 rate: 65168539 / sec
*** [38963] time left: 0 wk 1 d 3 h 8 m 26 s
+++ [38963] Checked [453600000000034] to [454221000000030]
*** [38963] [1452976267] working on: 454221000000030 tried: 55000000000 rate: 60240963 / sec
*** [38963] time left: 0 wk 1 d 5 h 6 m 25 s
+++ [38963] Checked [453600000000034] to [454276000000030]
*** [38963] [1452977164] working on: 454276000000030 tried: 55000000000 rate: 61315496 / sec
*** [38963] time left: 0 wk 1 d 4 h 20 m 52 s
+++ [38963] Checked [453600000000034] to [454330000000030]
*** [38963] [1452978056] working on: 454330000000030 tried: 54000000000 rate: 60538116 / sec
*** [38963] time left: 0 wk 1 d 4 h 27 m 50 s
+++ [38963] Checked [453600000000034] to [454387000000030]
*** [38963] [1452978963] working on: 454387000000030 tried: 57000000000 rate: 62844542 / sec
*** [38963] time left: 0 wk 1 d 3 h 10 m 3 s
+++ [38963] Checked [453600000000034] to [454444000000030]
*** [38963] [1452979867] working on: 454444000000030 tried: 57000000000 rate: 63053097 / sec
*** [38963] time left: 0 wk 1 d 2 h 49 m 35 s
+++ [38963] Checked [453600000000034] to [454500000000030]
*** [38963] [1452980759] working on: 454500000000030 tried: 56000000000 rate: 62780269 / sec
*** [38963] time left: 0 wk 1 d 2 h 41 m 43 s
+++ [38963] Checked [453600000000034] to [454555000000030]
*** [38963] [1452981655] working on: 454555000000030 tried: 55000000000 rate: 61383928 / sec
*** [38963] time left: 0 wk 1 d 3 h 3 m 13 s
+++ [38963] Checked [453600000000034] to [454614000000030]
*** [38963] [1452982568] working on: 454614000000030 tried: 59000000000 rate: 64622124 / sec
*** [38963] time left: 0 wk 1 d 1 h 26 m 40 s
+++ [38963] Checked [453600000000034] to [454668000000030]
*** [38963] [1452983455] working on: 454668000000030 tried: 54000000000 rate: 60879368 / sec
*** [38963] time left: 0 wk 1 d 2 h 45 m 44 s
+++ [38963] Checked [453600000000034] to [454721000000030]
*** [38963] [1452984356] working on: 454721000000030 tried: 53000000000 rate: 58823529 / sec
*** [38963] time left: 0 wk 1 d 3 h 26 m 50 s
+++ [38963] Checked [453600000000034] to [454775000000030]
*** [38963] [1452985269] working on: 454775000000030 tried: 54000000000 rate: 59145673 / sec
*** [38963] time left: 0 wk 1 d 3 h 2 m 39 s
+++ [38963] Checked [453600000000034] to [454828000000030]
*** [38963] [1452986163] working on: 454828000000030 tried: 53000000000 rate: 59284116 / sec
*** [38963] time left: 0 wk 1 d 2 h 43 m 58 s
+++ [38963] Checked [453600000000034] to [454884000000030]
*** [38963] [1452987068] working on: 454884000000030 tried: 56000000000 rate: 61878453 / sec
*** [38963] time left: 0 wk 1 d 1 h 21 m 38 s
+++ [38963] Checked [453600000000034] to [454936000000030]
*** [38963] [1452987958] working on: 454936000000030 tried: 52000000000 rate: 58426966 / sec
*** [38963] time left: 0 wk 1 d 2 h 36 m 41 s
+++ [38963] Checked [453600000000034] to [454988000000030]
*** [38963] [1452988859] working on: 454988000000030 tried: 52000000000 rate: 57713651 / sec
*** [38963] time left: 0 wk 1 d 2 h 41 m 24 s
+++ [38963] Checked [453600000000034] to [455040000000030]
*** [38963] [1452989756] working on: 455040000000030 tried: 52000000000 rate: 57971014 / sec
*** [38963] time left: 0 wk 1 d 2 h 19 m 21 s
+++ [38963] Checked [453600000000034] to [455093000000030]
*** [38963] [1452990659] working on: 455093000000030 tried: 53000000000 rate: 58693244 / sec
*** [38963] time left: 0 wk 1 d 1 h 44 m 51 s
+++ [38963] Checked [453600000000034] to [455149000000030]
*** [38963] [1452991569] working on: 455149000000030 tried: 56000000000 rate: 61538461 / sec
*** [38963] time left: 0 wk 1 d 0 h 18 m 16 s
+++ [38963] Checked [453600000000034] to [455204000000030]
*** [38963] [1452992454] working on: 455204000000030 tried: 55000000000 rate: 62146892 / sec
*** [38963] time left: 0 wk 0 d 23 h 49 m 14 s
455237080752120813927441756225 is excellent
+++ [38963] Checked [453600000000034] to [455257000000030]
*** [38963] [1452993370] working on: 455257000000030 tried: 53000000000 rate: 57860262 / sec
*** [38963] time left: 0 wk 1 d 1 h 19 m 51 s
+++ [38963] Checked [453600000000034] to [455311000000030]
*** [38963] [1452994269] working on: 455311000000030 tried: 54000000000 rate: 60066740 / sec
*** [38963] time left: 0 wk 1 d 0 h 9 m 3 s
+++ [38963] Checked [453600000000034] to [455365000000030]
*** [38963] [1452995156] working on: 455365000000030 tried: 54000000000 rate: 60879368 / sec
*** [38963] time left: 0 wk 0 d 23 h 34 m 55 s
+++ [38963] Checked [453600000000034] to [455420000000030]
*** [38963] [1452996069] working on: 455420000000030 tried: 55000000000 rate: 60240963 / sec
*** [38963] time left: 0 wk 0 d 23 h 34 m 42 s
+++ [38963] Checked [453600000000034] to [455475000000030]
*** [38963] [1452996964] working on: 455475000000030 tried: 55000000000 rate: 61452513 / sec
*** [38963] time left: 0 wk 0 d 22 h 51 m 53 s
+++ [38963] Checked [453600000000034] to [455529000000030]
*** [38963] [1452997863] working on: 455529000000030 tried: 54000000000 rate: 60066740 / sec
*** [38963] time left: 0 wk 0 d 23 h 8 m 33 s
+++ [38963] Checked [453600000000034] to [455583000000030]
*** [38963] [1452998755] working on: 455583000000030 tried: 54000000000 rate: 60538116 / sec
*** [38963] time left: 0 wk 0 d 22 h 42 m 53 s
