*** [53848] [2016-04-09T16:54:13-00:00] Starting up
*** [53848] start a is 23866666666666680
*** [53848] end a is 24560000000000013
*** [53848] report interval is 15
*** [53848] signal check interval is 10
+++ [53848] Checked [23866666666666680] to [23866710000000010]
*** [53848] [2016-04-09T17:09:36-00:00] working on: 23866710000000010 tried: 43333333330 rate: 46948356 / sec
*** [53848] time left: 24 wk 2 d 21 h 57 m 58 s
+++ [53848] Checked [23866666666666680] to [23866752253520410]
*** [53848] [2016-04-09T17:25:08-00:00] working on: 23866752253520410 tried: 42253520400 rate: 45336395 / sec
*** [53848] time left: 25 wk 1 d 23 h 33 m 17 s
+++ [53848] Checked [23866666666666680] to [23866794567489076]
*** [53848] [2016-04-09T17:40:16-00:00] working on: 23866794567489076 tried: 42313968666 rate: 46601287 / sec
*** [53848] time left: 24 wk 4 d 4 h 0 m 43 s
+++ [53848] Checked [23866666666666680] to [23866836508647376]
*** [53848] [2016-04-09T17:55:36-00:00] working on: 23866836508647376 tried: 41941158300 rate: 45588215 / sec
*** [53848] time left: 25 wk 0 d 23 h 34 m 44 s
+++ [53848] Checked [23866666666666680] to [23866879057648044]
*** [53848] [2016-04-09T18:10:57-00:00] working on: 23866879057648044 tried: 42549000668 rate: 46198697 / sec
*** [53848] time left: 24 wk 5 d 15 h 30 m 41 s
+++ [53848] Checked [23866666666666680] to [23866920636475344]
*** [53848] [2016-04-09T18:26:02-00:00] working on: 23866920636475344 tried: 41578827300 rate: 45943455 / sec
*** [53848] time left: 24 wk 6 d 14 h 24 m 47 s
+++ [53848] Checked [23866666666666680] to [23866963517033344]
*** [53848] [2016-04-09T18:41:13-00:00] working on: 23866963517033344 tried: 42880558000 rate: 47069767 / sec
*** [53848] time left: 24 wk 2 d 9 h 53 m 22 s
+++ [53848] Checked [23866666666666680] to [23867005879823644]
*** [53848] [2016-04-09T18:56:43-00:00] working on: 23867005879823644 tried: 42362790300 rate: 45551387 / sec
*** [53848] time left: 25 wk 1 d 1 h 57 m 39 s
+++ [53848] Checked [23866666666666680] to [23867046876071944]
*** [53848] [2016-04-09T19:11:45-00:00] working on: 23867046876071944 tried: 40996248300 rate: 45450386 / sec
*** [53848] time left: 25 wk 1 d 11 h 6 m 4 s
+++ [53848] Checked [23866666666666680] to [23867089296432210]
*** [53848] [2016-04-09T19:26:47-00:00] working on: 23867089296432210 tried: 42420360266 rate: 47029224 / sec
*** [53848] time left: 24 wk 2 d 12 h 40 m 20 s
+++ [53848] Checked [23866666666666680] to [23867131622733810]
*** [53848] [2016-04-09T19:42:16-00:00] working on: 23867131622733810 tried: 42326301600 rate: 45561142 / sec
*** [53848] time left: 25 wk 1 d 0 h 17 m 21 s
+++ [53848] Checked [23866666666666680] to [23867174146466344]
*** [53848] [2016-04-09T19:57:19-00:00] working on: 23867174146466344 tried: 42523732534 rate: 47091619 / sec
*** [53848] time left: 24 wk 2 d 6 h 44 m 57 s
+++ [53848] Checked [23866666666666680] to [23867214959202810]
*** [53848] [2016-04-09T20:12:42-00:00] working on: 23867214959202810 tried: 40812736466 rate: 44217482 / sec
*** [53848] time left: 25 wk 6 d 8 h 7 m 53 s
+++ [53848] Checked [23866666666666680] to [23867256228852676]
*** [53848] [2016-04-09T20:27:43-00:00] working on: 23867256228852676 tried: 41269649866 rate: 45804272 / sec
*** [53848] time left: 25 wk 0 d 1 h 6 m 40 s
+++ [53848] Checked [23866666666666680] to [23867297452697476]
*** [53848] [2016-04-09T20:42:58-00:00] working on: 23867297452697476 tried: 41223844800 rate: 45053382 / sec
*** [53848] time left: 25 wk 2 d 22 h 52 m 31 s
+++ [53848] Checked [23866666666666680] to [23867341004300076]
*** [53848] [2016-04-09T20:58:18-00:00] working on: 23867341004300076 tried: 43551602600 rate: 47338698 / sec
*** [53848] time left: 24 wk 1 d 8 h 26 m 23 s
+++ [53848] Checked [23866666666666680] to [23867383609128276]
*** [53848] [2016-04-09T21:13:30-00:00] working on: 23867383609128276 tried: 42604828200 rate: 46715820 / sec
*** [53848] time left: 24 wk 3 d 14 h 22 m 44 s
+++ [53848] Checked [23866666666666680] to [23867425653366276]
*** [53848] [2016-04-09T21:28:33-00:00] working on: 23867425653366276 tried: 42044238000 rate: 46560617 / sec
*** [53848] time left: 24 wk 4 d 3 h 51 m 22 s
+++ [53848] Checked [23866666666666680] to [23867469109942144]
*** [53848] [2016-04-09T21:43:38-00:00] working on: 23867469109942144 tried: 43456575868 rate: 48018315 / sec
*** [53848] time left: 23 wk 5 d 22 h 10 m 24 s
+++ [53848] Checked [23866666666666680] to [23867513927036144]
*** [53848] [2016-04-09T21:58:53-00:00] working on: 23867513927036144 tried: 44817094000 rate: 48980430 / sec
*** [53848] time left: 23 wk 2 d 15 h 13 m 36 s
+++ [53848] Checked [23866666666666680] to [23867556376742144]
