*** [53852] [2016-04-09T16:54:13-00:00] Starting up
*** [53852] start a is 26640000000000016
*** [53852] end a is 27333333333333349
*** [53852] report interval is 15
*** [53852] signal check interval is 10
+++ [53852] Checked [26640000000000016] to [26640046666666680]
*** [53852] [2016-04-09T17:09:58-00:00] working on: 26640046666666680 tried: 46666666664 rate: 49382716 / sec
*** [53852] time left: 23 wk 1 d 11 h 44 m 16 s
+++ [53852] Checked [26640000000000016] to [26640091111111080]
*** [53852] [2016-04-09T17:25:28-00:00] working on: 26640091111111080 tried: 44444444400 rate: 47789725 / sec
*** [53852] time left: 23 wk 6 d 21 h 28 m 14 s
+++ [53852] Checked [26640000000000016] to [26640135714854414]
*** [53852] [2016-04-09T17:40:31-00:00] working on: 26640135714854414 tried: 44603743334 rate: 49395064 / sec
*** [53852] time left: 23 wk 1 d 10 h 15 m 43 s
+++ [53852] Checked [26640000000000016] to [26640178523909880]
*** [53852] [2016-04-09T17:55:32-00:00] working on: 26640178523909880 tried: 42809055466 rate: 47512825 / sec
*** [53852] time left: 24 wk 0 d 20 h 26 m 34 s
+++ [53852] Checked [26640000000000016] to [26640224452974046]
*** [53852] [2016-04-09T18:10:54-00:00] working on: 26640224452974046 tried: 45929064166 rate: 49814603 / sec
*** [53852] time left: 23 wk 0 d 0 h 56 m 10 s
+++ [53852] Checked [26640000000000016] to [26640269286116746]
*** [53852] [2016-04-09T18:26:17-00:00] working on: 26640269286116746 tried: 44833142700 rate: 48573285 / sec
*** [53852] time left: 23 wk 4 d 3 h 27 m 1 s
+++ [53852] Checked [26640000000000016] to [26640313002073246]
*** [53852] [2016-04-09T18:41:23-00:00] working on: 26640313002073246 tried: 43715956500 rate: 48251607 / sec
*** [53852] time left: 23 wk 5 d 5 h 37 m 18 s
+++ [53852] Checked [26640000000000016] to [26640358036906446]
*** [53852] [2016-04-09T18:56:42-00:00] working on: 26640358036906446 tried: 45034833200 rate: 49004171 / sec
*** [53852] time left: 23 wk 2 d 16 h 5 m 50 s
+++ [53852] Checked [26640000000000016] to [26640402140660346]
*** [53852] [2016-04-09T19:12:00-00:00] working on: 26640402140660346 tried: 44103753900 rate: 48043304 / sec
*** [53852] time left: 23 wk 5 d 22 h 24 m 15 s
+++ [53852] Checked [26640000000000016] to [26640448582520880]
*** [53852] [2016-04-09T19:27:25-00:00] working on: 26640448582520880 tried: 46441860534 rate: 50207416 / sec
*** [53852] time left: 22 wk 5 d 17 h 27 m 27 s
+++ [53852] Checked [26640000000000016] to [26640493769195280]
*** [53852] [2016-04-09T19:42:34-00:00] working on: 26640493769195280 tried: 45186674400 rate: 49710312 / sec
*** [53852] time left: 23 wk 0 d 7 h 32 m 23 s
+++ [53852] Checked [26640000000000016] to [26640538508476080]
*** [53852] [2016-04-09T19:57:58-00:00] working on: 26640538508476080 tried: 44739280800 rate: 48419135 / sec
*** [53852] time left: 23 wk 4 d 14 h 31 m 26 s
+++ [53852] Checked [26640000000000016] to [26640582085697580]
*** [53852] [2016-04-09T20:13:03-00:00] working on: 26640582085697580 tried: 43577221500 rate: 48151625 / sec
*** [53852] time left: 23 wk 5 d 12 h 21 m 12 s
+++ [53852] Checked [26640000000000016] to [26640625422160080]
*** [53852] [2016-04-09T20:28:11-00:00] working on: 26640625422160080 tried: 43336462500 rate: 47727381 / sec
*** [53852] time left: 23 wk 6 d 23 h 37 m 28 s
+++ [53852] Checked [26640000000000016] to [26640669967715680]
*** [53852] [2016-04-09T20:43:15-00:00] working on: 26640669967715680 tried: 44545555600 rate: 49276057 / sec
*** [53852] time left: 23 wk 1 d 16 h 39 m 54 s
+++ [53852] Checked [26640000000000016] to [26640715958702214]
*** [53852] [2016-04-09T20:58:38-00:00] working on: 26640715958702214 tried: 45990986534 rate: 49827721 / sec
*** [53852] time left: 22 wk 6 d 21 h 10 m 42 s
+++ [53852] Checked [26640000000000016] to [26640760803651114]
*** [53852] [2016-04-09T21:13:43-00:00] working on: 26640760803651114 tried: 44844948900 rate: 49552429 / sec
*** [53852] time left: 23 wk 0 d 18 h 22 m 41 s
+++ [53852] Checked [26640000000000016] to [26640805400837214]
*** [53852] [2016-04-09T21:28:57-00:00] working on: 26640805400837214 tried: 44597186100 rate: 48793420 / sec
*** [53852] time left: 23 wk 3 d 6 h 31 m 0 s
+++ [53852] Checked [26640000000000016] to [26640847688467880]
*** [53852] [2016-04-09T21:44:07-00:00] working on: 26640847688467880 tried: 42287630666 rate: 46469923 / sec
*** [53852] time left: 24 wk 4 d 11 h 23 m 24 s
+++ [53852] Checked [26640000000000016] to [26640891060396014]
*** [53852] [2016-04-09T21:59:18-00:00] working on: 26640891060396014 tried: 43371928134 rate: 47609141 / sec
*** [53852] time left: 24 wk 0 d 8 h 5 m 14 s
+++ [53852] Checked [26640000000000016] to [26640933908622914]
*** [53852] [2016-04-09T22:14:35-00:00] working on: 26640933908622914 tried: 42848226900 rate: 46726528 / sec
*** [53852] time left: 24 wk 3 d 12 h 8 m 43 s
+++ [53852] Checked [26640000000000016] to [26640977520049046]
*** [53852] [2016-04-09T22:29:41-00:00] working on: 26640977520049046 tried: 43611426132 rate: 48136231 / sec
*** [53852] time left: 23 wk 5 d 11 h 20 m 58 s
+++ [53852] Checked [26640000000000016] to [26641020842656946]
*** [53852] [2016-04-09T22:44:52-00:00] working on: 26641020842656946 tried: 43322607900 rate: 47555003 / sec
*** [53852] time left: 24 wk 0 d 11 h 55 m 43 s
+++ [53852] Checked [26640000000000016] to [26641065227326414]
*** [53852] [2016-04-09T22:59:58-00:00] working on: 26641065227326414 tried: 44384669468 rate: 48989701 / sec
*** [53852] time left: 23 wk 2 d 13 h 14 m 51 s
+++ [53852] Checked [26640000000000016] to [26641110951047346]
*** [53852] [2016-04-09T23:15:01-00:00] working on: 26641110951047346 tried: 45723720932 rate: 50635349 / sec
*** [53852] time left: 22 wk 4 d 5 h 25 m 34 s
+++ [53852] Checked [26640000000000016] to [26641156522861446]
*** [53852] [2016-04-09T23:30:33-00:00] working on: 26641156522861446 tried: 45571814100 rate: 48896796 / sec
*** [53852] time left: 23 wk 2 d 20 h 11 m 13 s
+++ [53852] Checked [26640000000000016] to [26641202159871046]
*** [53852] [2016-04-09T23:46:02-00:00] working on: 26641202159871046 tried: 45637009600 rate: 49124875 / sec
*** [53852] time left: 23 wk 2 d 1 h 40 m 21 s
+++ [53852] Checked [26640000000000016] to [26641248009754380]
*** [53852] [2016-04-10T00:01:26-00:00] working on: 26641248009754380 tried: 45849883334 rate: 49621085 / sec
*** [53852] time left: 23 wk 0 d 10 h 16 m 45 s
+++ [53852] Checked [26640000000000016] to [26641294322767046]
*** [53852] [2016-04-10T00:16:32-00:00] working on: 26641294322767046 tried: 46313012666 rate: 51118115 / sec
*** [53852] time left: 22 wk 2 d 16 h 33 m 59 s
+++ [53852] Checked [26640000000000016] to [26641336921196214]
*** [53852] [2016-04-10T00:31:45-00:00] working on: 26641336921196214 tried: 42598429168 rate: 46657644 / sec
*** [53852] time left: 24 wk 3 d 15 h 49 m 23 s
+++ [53852] Checked [26640000000000016] to [26641382023585414]
*** [53852] [2016-04-10T00:46:53-00:00] working on: 26641382023585414 tried: 45102389200 rate: 49672234 / sec
*** [53852] time left: 23 wk 0 d 5 h 32 m 25 s
+++ [53852] Checked [26640000000000016] to [26641426728596014]
*** [53852] [2016-04-10T01:02:18-00:00] working on: 26641426728596014 tried: 44705010600 rate: 48329741 / sec
*** [53852] time left: 23 wk 4 d 16 h 46 m 14 s
+++ [53852] Checked [26640000000000016] to [26641470225362914]
*** [53852] [2016-04-10T01:17:26-00:00] working on: 26641470225362914 tried: 43496766900 rate: 47903928 / sec
*** [53852] time left: 23 wk 6 d 3 h 52 m 2 s
+++ [53852] Checked [26640000000000016] to [26641513338898114]
*** [53852] [2016-04-10T01:32:28-00:00] working on: 26641513338898114 tried: 43113535200 rate: 47797710 / sec
*** [53852] time left: 23 wk 6 d 12 h 31 m 56 s
+++ [53852] Checked [26640000000000016] to [26641556356837114]
*** [53852] [2016-04-10T01:47:38-00:00] working on: 26641556356837114 tried: 43017939000 rate: 47272460 / sec
*** [53852] time left: 24 wk 1 d 8 h 57 m 7 s
+++ [53852] Checked [26640000000000016] to [26641600477799780]
*** [53852] [2016-04-10T02:02:55-00:00] working on: 26641600477799780 tried: 44120962666 rate: 48114463 / sec
*** [53852] time left: 23 wk 5 d 9 h 33 m 38 s
+++ [53852] Checked [26640000000000016] to [26641645384631914]
*** [53852] [2016-04-10T02:17:58-00:00] working on: 26641645384631914 tried: 44906832134 rate: 49730711 / sec
*** [53852] time left: 22 wk 6 d 23 h 31 m 8 s
+++ [53852] Checked [26640000000000016] to [26641690142271814]
*** [53852] [2016-04-10T02:33:15-00:00] working on: 26641690142271814 tried: 44757639900 rate: 48808767 / sec
*** [53852] time left: 23 wk 3 d 0 h 14 m 31 s
+++ [53852] Checked [26640000000000016] to [26641734070162114]
*** [53852] [2016-04-10T02:48:37-00:00] working on: 26641734070162114 tried: 43927890300 rate: 47644132 / sec
*** [53852] time left: 24 wk 0 d 0 h 12 m 18 s
+++ [53852] Checked [26640000000000016] to [26641780126156380]
*** [53852] [2016-04-10T03:03:47-00:00] working on: 26641780126156380 tried: 46055994266 rate: 50610982 / sec
*** [53852] time left: 22 wk 4 d 3 h 34 m 54 s
+++ [53852] Checked [26640000000000016] to [26641825676040180]
*** [53852] [2016-04-10T03:19:16-00:00] working on: 26641825676040180 tried: 45549883800 rate: 49031091 / sec
*** [53852] time left: 23 wk 2 d 5 h 37 m 33 s
+++ [53852] Checked [26640000000000016] to [26641869804022080]
*** [53852] [2016-04-10T03:34:28-00:00] working on: 26641869804022080 tried: 44127981900 rate: 48385945 / sec
*** [53852] time left: 23 wk 4 d 9 h 36 m 27 s
+++ [53852] Checked [26640000000000016] to [26641913351372580]
*** [53852] [2016-04-10T03:49:37-00:00] working on: 26641913351372580 tried: 43547350500 rate: 47906876 / sec
*** [53852] time left: 23 wk 6 d 1 h 3 m 4 s
+++ [53852] Checked [26640000000000016] to [26641958064456846]
*** [53852] [2016-04-10T04:04:58-00:00] working on: 26641958064456846 tried: 44713084266 rate: 48548408 / sec
*** [53852] time left: 23 wk 3 d 19 h 49 m 7 s
+++ [53852] Checked [26640000000000016] to [26642001758024046]
*** [53852] [2016-04-10T04:20:07-00:00] working on: 26642001758024046 tried: 43693567200 rate: 48067730 / sec
*** [53852] time left: 23 wk 5 d 11 h 7 m 27 s
+++ [53852] Checked [26640000000000016] to [26642048223496380]
*** [53852] [2016-04-10T04:35:30-00:00] working on: 26642048223496380 tried: 46465472334 rate: 50341790 / sec
*** [53852] time left: 22 wk 4 d 22 h 23 m 55 s
+++ [53852] Checked [26640000000000016] to [26642093531107380]
*** [53852] [2016-04-10T04:50:49-00:00] working on: 26642093531107380 tried: 45307611000 rate: 49300991 / sec
*** [53852] time left: 23 wk 1 d 6 h 40 m 10 s
+++ [53852] Checked [26640000000000016] to [26642137901999280]
*** [53852] [2016-04-10T05:05:56-00:00] working on: 26642137901999280 tried: 44370891900 rate: 48920498 / sec
*** [53852] time left: 23 wk 2 d 12 h 42 m 34 s
+++ [53852] Checked [26640000000000016] to [26642181930447480]
*** [53852] [2016-04-10T05:21:04-00:00] working on: 26642181930447480 tried: 44028448200 rate: 48489480 / sec
*** [53852] time left: 23 wk 3 d 23 h 20 m 37 s
+++ [53852] Checked [26640000000000016] to [26642227187295480]
*** [53852] [2016-04-10T05:36:16-00:00] working on: 26642227187295480 tried: 45256848000 rate: 49623736 / sec
*** [53852] time left: 23 wk 0 d 4 h 35 m 27 s
+++ [53852] Checked [26640000000000016] to [26642271848657880]
*** [53852] [2016-04-10T05:51:37-00:00] working on: 26642271848657880 tried: 44661362400 rate: 48492250 / sec
*** [53852] time left: 23 wk 3 d 22 h 36 m 8 s
+++ [53852] Checked [26640000000000016] to [26642317108091214]
*** [53852] [2016-04-10T06:07:02-00:00] working on: 26642317108091214 tried: 45259433334 rate: 48929117 / sec
*** [53852] time left: 23 wk 2 d 11 h 0 m 2 s
+++ [53852] Checked [26640000000000016] to [26642361144296514]
*** [53852] [2016-04-10T06:22:09-00:00] working on: 26642361144296514 tried: 44036205300 rate: 48551494 / sec
*** [53852] time left: 23 wk 3 d 17 h 15 m 39 s
