*** [53892] [2016-04-09T16:54:13-00:00] Starting up
*** [53892] start a is 54373333333333376
*** [53892] end a is 55066666666666709
*** [53892] report interval is 15
*** [53892] signal check interval is 10
+++ [53892] Checked [54373333333333376] to [54373376666666706]
*** [53892] [2016-04-09T17:09:58-00:00] working on: 54373376666666706 tried: 43333333330 rate: 45855379 / sec
*** [53892] time left: 24 wk 6 d 23 h 44 m 16 s
+++ [53892] Checked [54373333333333376] to [54373419465020440]
*** [53892] [2016-04-09T17:25:00-00:00] working on: 54373419465020440 tried: 42798353734 rate: 47448285 / sec
*** [53892] time left: 24 wk 1 d 2 h 29 m 46 s
+++ [53892] Checked [54373333333333376] to [54373463750086440]
*** [53892] [2016-04-09T17:40:31-00:00] working on: 54373463750086440 tried: 44285066000 rate: 47567203 / sec
*** [53892] time left: 24 wk 0 d 16 h 5 m 28 s
+++ [53892] Checked [54373333333333376] to [54373506560569140]
*** [53892] [2016-04-09T17:55:44-00:00] working on: 54373506560569140 tried: 42810482700 rate: 46889904 / sec
*** [53892] time left: 24 wk 3 d 2 h 18 m 36 s
+++ [53892] Checked [54373333333333376] to [54373550324479540]
*** [53892] [2016-04-09T18:11:12-00:00] working on: 54373550324479540 tried: 43763910400 rate: 47159386 / sec
*** [53892] time left: 24 wk 2 d 2 h 35 m 15 s
+++ [53892] Checked [54373333333333376] to [54373591195947406]
*** [53892] [2016-04-09T18:26:19-00:00] working on: 54373591195947406 tried: 40871467866 rate: 45062257 / sec
*** [53892] time left: 25 wk 3 d 0 h 19 m 59 s
+++ [53892] Checked [54373333333333376] to [54373631751978706]
*** [53892] [2016-04-09T18:41:37-00:00] working on: 54373631751978706 tried: 40556031300 rate: 44178683 / sec
*** [53892] time left: 25 wk 6 d 13 h 31 m 29 s
+++ [53892] Checked [54373333333333376] to [54373672985416174]
*** [53892] [2016-04-09T18:56:58-00:00] working on: 54373672985416174 tried: 41233437468 rate: 44770290 / sec
*** [53892] time left: 25 wk 4 d 3 h 41 m 15 s
+++ [53892] Checked [54373333333333376] to [54373716263363174]
*** [53892] [2016-04-09T19:12:28-00:00] working on: 54373716263363174 tried: 43277947000 rate: 46535426 / sec
*** [53892] time left: 24 wk 4 d 8 h 20 m 15 s
+++ [53892] Checked [54373333333333376] to [54373759696427440]
*** [53892] [2016-04-09T19:27:56-00:00] working on: 54373759696427440 tried: 43433064266 rate: 46802870 / sec
*** [53892] time left: 24 wk 3 d 8 h 26 m 37 s
+++ [53892] Checked [54373333333333376] to [54373803379106106]
*** [53892] [2016-04-09T19:43:20-00:00] working on: 54373803379106106 tried: 43682678666 rate: 47275626 / sec
*** [53892] time left: 24 wk 1 d 15 h 3 m 45 s
+++ [53892] Checked [54373333333333376] to [54373844351315306]
*** [53892] [2016-04-09T19:58:35-00:00] working on: 54373844351315306 tried: 40972209200 rate: 44778370 / sec
*** [53892] time left: 25 wk 4 d 1 h 50 m 55 s
+++ [53892] Checked [54373333333333376] to [54373887637072974]
*** [53892] [2016-04-09T20:13:44-00:00] working on: 54373887637072974 tried: 43285757668 rate: 47619095 / sec
*** [53892] time left: 24 wk 0 d 9 h 12 m 26 s
+++ [53892] Checked [54373333333333376] to [54373930494258474]
*** [53892] [2016-04-09T20:29:14-00:00] working on: 54373930494258474 tried: 42857185500 rate: 46082995 / sec
*** [53892] time left: 24 wk 5 d 23 h 39 m 21 s
+++ [53892] Checked [54373333333333376] to [54373975041153640]
*** [53892] [2016-04-09T20:44:37-00:00] working on: 54373975041153640 tried: 44546895166 rate: 48263158 / sec
*** [53892] time left: 23 wk 5 d 2 h 46 m 30 s
+++ [53892] Checked [54373333333333376] to [54374016869223906]
*** [53892] [2016-04-09T20:59:53-00:00] working on: 54374016869223906 tried: 41828070266 rate: 45663832 / sec
*** [53892] time left: 25 wk 0 d 13 h 27 m 36 s
+++ [53892] Checked [54373333333333376] to [54374059488800440]
*** [53892] [2016-04-09T21:15:22-00:00] working on: 54374059488800440 tried: 42619576534 rate: 45876831 / sec
*** [53892] time left: 24 wk 6 d 17 h 38 m 22 s
+++ [53892] Checked [54373333333333376] to [54374102307176040]
*** [53892] [2016-04-09T21:30:43-00:00] working on: 54374102307176040 tried: 42818375600 rate: 46491178 / sec
*** [53892] time left: 24 wk 4 d 9 h 58 m 4 s
+++ [53892] Checked [54373333333333376] to [54374145698942174]
*** [53892] [2016-04-09T21:45:52-00:00] working on: 54374145698942174 tried: 43391766134 rate: 47735716 / sec
*** [53892] time left: 23 wk 6 d 21 h 49 m 57 s
+++ [53892] Checked [54373333333333376] to [54374190252277106]
*** [53892] [2016-04-09T22:01:16-00:00] working on: 54374190252277106 tried: 44553334932 rate: 48217894 / sec
*** [53892] time left: 23 wk 5 d 5 h 16 m 39 s
+++ [53892] Checked [54373333333333376] to [54374232041118574]
*** [53892] [2016-04-09T22:16:28-00:00] working on: 54374232041118574 tried: 41788841468 rate: 45821098 / sec
*** [53892] time left: 24 wk 6 d 21 h 41 m 39 s
+++ [53892] Checked [54373333333333376] to [54374273280106774]
*** [53892] [2016-04-09T22:32:02-00:00] working on: 54374273280106774 tried: 41238988200 rate: 44153092 / sec
*** [53892] time left: 25 wk 6 d 12 h 0 m 52 s
+++ [53892] Checked [54373333333333376] to [54374313017889574]
