*** [46315] start a is 389714285714308
*** [46315] end a is 397142857142879
+++ [46315] Checked [389714285714308] to [389714718445728]
*** [46315] [1450107000] working on: 389714718445728 tried: 432731420 rate: 3933922 / sec
*** [46315] time left: 3 wk 0 d 20 h 44 m 30 s
+++ [46315] Checked [389714285714308] to [389718188870622]
*** [46315] [1450107900] working on: 389718188870622 tried: 3470424894 rate: 3856027 / sec
*** [46315] time left: 3 wk 1 d 6 h 54 m 51 s
+++ [46315] Checked [389714285714308] to [389721756132086]
*** [46315] [1450108800] working on: 389721756132086 tried: 3567261464 rate: 3963623 / sec
*** [46315] time left: 3 wk 0 d 16 h 40 m 5 s
+++ [46315] Checked [389714285714308] to [389725525236890]
*** [46315] [1450109700] working on: 389725525236890 tried: 3769104804 rate: 4187894 / sec
*** [46315] time left: 2 wk 6 d 11 h 11 m 58 s
+++ [46315] Checked [389714285714308] to [389729487582422]
*** [46315] [1450110600] working on: 389729487582422 tried: 3962345532 rate: 4402606 / sec
*** [46315] time left: 2 wk 5 d 11 h 47 m 44 s
+++ [46315] Checked [389714285714308] to [389733291340446]
*** [46315] [1450111500] working on: 389733291340446 tried: 3803758024 rate: 4226397 / sec
*** [46315] time left: 2 wk 6 d 6 h 6 m 59 s
+++ [46315] Checked [389714285714308] to [389737182221176]
*** [46315] [1450112400] working on: 389737182221176 tried: 3890880730 rate: 4323200 / sec
*** [46315] time left: 2 wk 5 d 19 h 55 m 50 s
+++ [46315] Checked [389714285714308] to [389741004111358]
*** [46315] [1450113300] working on: 389741004111358 tried: 3821890182 rate: 4246544 / sec
*** [46315] time left: 2 wk 6 d 4 h 4 m 10 s
+++ [46315] Checked [389714285714308] to [389744529269724]
*** [46315] [1450114200] working on: 389744529269724 tried: 3525158366 rate: 3916842 / sec
*** [46315] time left: 3 wk 0 d 20 h 44 m 40 s
+++ [46315] Checked [389714285714308] to [389748365982462]
*** [46315] [1450115100] working on: 389748365982462 tried: 3836712738 rate: 4263014 / sec
*** [46315] time left: 2 wk 6 d 1 h 1 m 49 s
+++ [46315] Checked [389714285714308] to [389752070890370]
*** [46315] [1450116000] working on: 389752070890370 tried: 3704907908 rate: 4116564 / sec
*** [46315] time left: 2 wk 6 d 18 h 18 m 42 s
+++ [46315] Checked [389714285714308] to [389755670419412]
*** [46315] [1450116900] working on: 389755670419412 tried: 3599529042 rate: 3999476 / sec
*** [46315] time left: 3 wk 0 d 9 h 33 m 3 s
+++ [46315] Checked [389714285714308] to [389759166857532]
*** [46315] [1450117800] working on: 389759166857532 tried: 3496438120 rate: 3884931 / sec
*** [46315] time left: 3 wk 0 d 23 h 47 m 56 s
+++ [46315] Checked [389714285714308] to [389762758788900]
*** [46315] [1450118700] working on: 389762758788900 tried: 3591931368 rate: 3991034 / sec
*** [46315] time left: 3 wk 0 d 9 h 33 m 39 s
+++ [46315] Checked [389714285714308] to [389766419579206]
*** [46315] [1450119600] working on: 389766419579206 tried: 3660790306 rate: 4067544 / sec
*** [46315] time left: 2 wk 6 d 23 h 23 m 44 s
+++ [46315] Checked [389714285714308] to [389770106923728]
*** [46315] [1450120500] working on: 389770106923728 tried: 3687344522 rate: 4097049 / sec
*** [46315] time left: 2 wk 6 d 19 h 19 m 52 s
+++ [46315] Checked [389714285714308] to [389773801951958]
*** [46315] [1450121400] working on: 389773801951958 tried: 3695028230 rate: 4105586 / sec
*** [46315] time left: 2 wk 6 d 18 h 18 m 34 s
+++ [46315] Checked [389714285714308] to [389777280734694]
*** [46315] [1450122300] working on: 389777280734694 tried: 3478782736 rate: 3865314 / sec
*** [46315] time left: 3 wk 1 d 1 h 49 m 19 s
+++ [46315] Checked [389714285714308] to [389780942509024]
*** [46315] [1450123200] working on: 389780942509024 tried: 3661774330 rate: 4068638 / sec
*** [46315] time left: 2 wk 6 d 22 h 22 m 37 s
+++ [46315] Checked [389714285714308] to [389784715368286]
*** [46315] [1450124100] working on: 389784715368286 tried: 3772859262 rate: 4192065 / sec
*** [46315] time left: 2 wk 6 d 7 h 7 m 34 s
+++ [46315] Checked [389714285714308] to [389788469232096]
*** [46315] [1450125000] working on: 389788469232096 tried: 3753863810 rate: 4170959 / sec
*** [46315] time left: 2 wk 6 d 9 h 9 m 47 s
+++ [46315] Checked [389714285714308] to [389791809427180]
